first	second
HSPA9	IKBKE
RPS19	IKBKE
RPL3	IKBKE
HADHA	IKBKE
EIF2S3	IKBKE
NAA10	IKBKE
GARS	IKBKE
LRPPRC	IKBKE
CDKN2A	IKBKE
SSR1	IKBKE
RANBP1	IKBKE
PSMC4	IKBKE
RPS9	IKBKE
CAPZB	IKBKE
QARS	IKBKE
ATP5O	IKBKE
CCT5	IKBKE
PITPNB	IKBKE
NASP	IKBKE
PSMB3	IKBKE
MCM2	IKBKE
GMPS	IKBKE
ST13	IKBKE
RAB5C	IKBKE
RAB7A	IKBKE
SMARCA4	IKBKE
BCAP31	IKBKE
PSMD7	IKBKE
PGD	IKBKE
HNRNPM	IKBKE
NCBP2	IKBKE
POLR2H	IKBKE
KIF11	IKBKE
MRPL12	IKBKE
THOP1	IKBKE
CAPZA1	IKBKE
ACLY	IKBKE
RARS	IKBKE
YARS	IKBKE
AK2	IKBKE
NAPA	IKBKE
EIF5	IKBKE
VCP	IKBKE
MANF	IKBKE
NAP1L1	IKBKE
CASP7	IKBKE
TPD52	IKBKE
SUMO3	IKBKE
TMEM33	IKBKE
MTPN	IKBKE
PPP4C	IKBKE
MYL6	IKBKE
PSMA6	IKBKE
DSTN	IKBKE
UBE2M	IKBKE
UBE2K	IKBKE
UBE2N	IKBKE
RAB14	IKBKE
COPS2	IKBKE
RPS3A	IKBKE
PSME3	IKBKE
NAA20	IKBKE
HSPE1	IKBKE
SUMO2	IKBKE
AP1S1	IKBKE
CALM1	IKBKE
RPS16	IKBKE
RPS14	IKBKE
RPS11	IKBKE
PSMC6	IKBKE
RAB11A	IKBKE
ETF1	IKBKE
PPP2CB	IKBKE
RPL23A	IKBKE
HIST1H2BD	IKBKE
GNB2	IKBKE
RPL31	IKBKE
RPL32	IKBKE
GRB2	IKBKE
SUMO1	IKBKE
ACTG1	IKBKE
UBE2I	IKBKE
CYCS	IKBKE
TFAM	IKBKE
CLTC	IKBKE
SPTBN1	IKBKE
SET	IKBKE
FABP5	IKBKE
HMGCS1	IKBKE
RPL18A	IKBKE
EIF4G1	IKBKE
GLO1	IKBKE
CRYZ	IKBKE
LGALS3BP	IKBKE
TWF1	IKBKE
AIMP1	IKBKE
TRAF2	IKBKE
CSTF3	IKBKE
TRAF3	IKBKE
PAK1	IKBKE
PSMD2	IKBKE
MAD2L1	IKBKE
TRIM28	IKBKE
G3BP1	IKBKE
PABPC4	IKBKE
UBE2V1	IKBKE
BIRC3	IKBKE
BIRC2	IKBKE
DCTN2	IKBKE
IRF5	IKBKE
FHL1	IKBKE
TUBA3C	IKBKE
SPTAN1	IKBKE
COTL1	IKBKE
EIF3A	IKBKE
MLEC	IKBKE
TTLL12	IKBKE
IRF3	IKBKE
LAGE3	IKBKE
PSMD6	IKBKE
SEPT2	IKBKE
KARS	IKBKE
EIF4H	IKBKE
PDIA6	IKBKE
PTGES3	IKBKE
PCBP1	IKBKE
SEC23B	IKBKE
SF3A1	IKBKE
TSN	IKBKE
MAPRE1	IKBKE
TOMM34	IKBKE
CDC37	IKBKE
CPSF6	IKBKE
TBR1	IKBKE
LSM12	IKBKE
VMA21	IKBKE
CCDC58	IKBKE
SAR1A	IKBKE
TBCA	IKBKE
RBBP7	IKBKE
MZT2B	IKBKE
MRPL14	IKBKE
RDX	IKBKE
DSTYK	IKBKE
HSDL2	IKBKE
SND1	IKBKE
EIF3M	IKBKE
KTN1	IKBKE
TAX1BP1	IKBKE
CCAR2	IKBKE
CISD2	IKBKE
SERBP1	IKBKE
ZC3H15	IKBKE
PDCD6IP	IKBKE
HDAC2	IKBKE
TANK	IKBKE
SMARCC1	IKBKE
IRF7	IKBKE
LRRC59	IKBKE
OTUB1	IKBKE
PSMD1	IKBKE
PFDN5	IKBKE
MAP3K14	IKBKE
TSNAX	IKBKE
PHB2	IKBKE
SIKE1	IKBKE
NTMT1	IKBKE
TMED9	IKBKE
NAA15	IKBKE
HDAC8	IKBKE
IFIH1	IKBKE
SLK	IKBKE
FAM162A	IKBKE
AZI2	IKBKE
ARMT1	IKBKE
SFXN1	IKBKE
XPO5	IKBKE
CACYBP	IKBKE
GLOD4	IKBKE
CD209	IKBKE
ISYNA1	IKBKE
ACOT13	IKBKE
DDX21	IKBKE
SMC4	IKBKE
FAM49B	IKBKE
UGGT1	IKBKE
IGF2BP1	IKBKE
EMC3	IKBKE
NCDN	IKBKE
SAE1	IKBKE
UBA2	IKBKE
TBK1	IKBKE
PFDN2	IKBKE
TRMT112	IKBKE
NUDT5	IKBKE
C14orf1	IKBKE
RAB21	IKBKE
PSME2	IKBKE
MYO6	IKBKE
PRPF19	IKBKE
PA2G4	IKBKE
RUVBL2	IKBKE
RUVBL1	IKBKE
CNPY2	IKBKE
SBDS	IKBKE
SF3B6	IKBKE
PTRH2	IKBKE
STRAP	IKBKE
RPL36	IKBKE
HYOU1	IKBKE
MAFB	IKBKE
RBM8A	IKBKE
UBC	MLEC
SLC2A4	MLEC
YWHAE	MLEC
YWHAZ	MLEC
CLN3	MLEC
ELAVL1	MLEC
HSD3B7	MLEC
PPP1R12A	TTLL12
AHCYL1	TTLL12
SSSCA1	TTLL12
EED	TTLL12
FN1	TTLL12
UBC	TTLL12
ITGA4	TTLL12
VCAM1	TTLL12
SUMO2	TTLL12
SUMO1	TTLL12
DR1	TTLL12
YWHAH	TTLL12
EEF1A2	TTLL12
TRIM28	TTLL12
PPP1R7	TTLL12
SEC23A	TTLL12
TRIP6	TTLL12
NEDD8	TTLL12
SLX4	TTLL12
TTC9C	TTLL12
SAP25	TTLL12
FKBP10	TTLL12
SIN3A	TTLL12
TTC1	TTLL12
CPNE1	TTLL12
DDA1	TTLL12
SRXN1	TTLL12
UBA5	TTLL12
RPRD1B	TTLL12
SIRT7	TTLL12
TNPO3	TTLL12
GABARAP	MPP2
UBC	MPP2
YWHAB	MPP2
CSNK1A1	MPP2
CSNK1E	MPP2
CEBPA	MPP2
GABARAPL2	MPP2
YWHAE	MPP2
DLG1	MPP2
GRIN2B	MPP2
CUL1	MPP2
NKD1	MPP2
ERBIN	MPP2
CDC5L	MPP2
AXIN2	MPP2
WDR45	MPP2
CIAO1	POLA2
UBC	POLA2
NCAM1	POLA2
CPE	POLA2
NR4A1	POLA2
CHM	POLA2
EIF6	POLA2
RAE1	POLA2
DHX34	POLA2
DCP2	POLA2
STK40	POLA2
HELB	POLA2
FRZB	POLA2
MMS19	POLA2
ATG101	POLA2
UBE2O	POLA2
KCNE3	POLA2
UNC13B	DOC2A
VPS37C	DOCK1
ANKRD28	DOCK1
TPPP	DOCK1
UBC	DOCK1
NCAM1	DOCK1
BCAR1	DOCK1
YWHAE	DOCK1
GRB2	DOCK1
GPC5	DOCK1
GALK2	DOCK1
PTK2	DOCK1
SNW1	DOCK1
CUL1	DOCK1
MEPCE	DOCK1
ELMO1	DOCK1
NEO1	DOCK1
ELMO3	DOCK1
ELMO2	DOCK1
KATNB1	DOCK1
MAP1LC3B	DOCK1
SH3GLB2	DOCK1
FBXW11	DOCK1
INO80	DOCK1
WASF2	DOCK1
ZHX2	DOCK1
SOCS3	TFDP1
DVL1	TFDP1
DVL2	TFDP1
AXIN1	TFDP1
E2F6	TFDP1
RB1	TFDP1
CDK1	TFDP1
UBC	TFDP1
CCNE1	TFDP1
CDK2	TFDP1
CDC27	TFDP1
KDM5C	TFDP1
YWHAE	TFDP1
E2F1	TFDP1
RBL2	TFDP1
CDC20	TFDP1
SERTAD2	TFDP1
E2F2	TFDP1
E2F5	TFDP1
ELAVL1	TFDP1
E2F4	TFDP1
LIN9	TFDP1
LIN54	TFDP1
YAF2	TFDP1
RYBP	TFDP1
PRPF31	TFDP1
L3MBTL2	TFDP1
LIN37	TFDP1
RNF2	TFDP1
PCGF6	TFDP1
EPC1	TFDP1
NPDC1	TFDP1
ANAPC5	TFDP1
TLX3	TFDP2
E2F6	TFDP2
RB1	TFDP2
UBC	TFDP2
RBL2	TFDP2
E2F4	TFDP2
LIN9	TFDP2
LIN54	TFDP2
DMRTC2	TFDP2
LIN37	TFDP2
PRKN	SIM2
HSP90AA1	SIM2
UBC	SIM2
ARNT	SIM2
ARNT2	SIM2
E2F3	WRN
POLR1C	WRN
NBN	WRN
RAD54B	WRN
POLB	WRN
UBC	WRN
XRCC5	WRN
RPA2	WRN
RPA3	WRN
CDKN2A	WRN
RAD52	WRN
ATRX	WRN
VCP	WRN
SUMO3	WRN
SUMO2	WRN
SUMO1	WRN
DHX9	WRN
CHAF1A	WRN
ATR	WRN
MDC1	WRN
LASP1	WRN
WDR48	WRN
WRNIP1	WRN
E2F3	FHL2
UBD	FHL2
SIGLEC6	FHL2
HEXIM1	FHL2
EGFR	FHL2
AK1	FHL2
MYC	FHL2
ESR1	FHL2
ITGB2	FHL2
CSN2	FHL2
CAPN1	FHL2
SP1	FHL2
UBC	FHL2
EGR2	FHL2
SRF	FHL2
CREB1	FHL2
ZNF3	FHL2
ITGA2	FHL2
ITGB5	FHL2
ATF3	FHL2
WT1	FHL2
ZBTB25	FHL2
IGFBP5	FHL2
MAPK1	FHL2
BRCA1	FHL2
CSK	FHL2
RFX3	FHL2
PSEN2	FHL2
PPP5C	FHL2
SUMO2	FHL2
ADAM17	FHL2
E2F1	FHL2
SP2	FHL2
PRKCE	FHL2
ZBTB16	FHL2
SLC34A1	FHL2
GABPB1	FHL2
FOXO1	FHL2
TRAF2	FHL2
BIRC2	FHL2
DGKZ	FHL2
PTCH1	FHL2
FHL3	FHL2
ITGA7	FHL2
BMPR2	FHL2
E2F2	FHL2
ZNF638	FHL2
E2F4	FHL2
CSRP2	FHL2
GLYR1	FHL2
ZNF626	FHL2
AHI1	FHL2
PDCD6IP	FHL2
TFAP2C	FHL2
CREBBP	FHL2
DVL3	FHL2
TRIM63	FHL2
ERP44	FHL2
TRAF4	FHL2
TRIM55	FHL2
SMURF2	FHL2
ZNF331	FHL2
SPHK2	FHL2
LHX3	FHL2
REV1	FHL2
ZNF212	FHL2
CARD8	FHL2
AXIN2	FHL2
DUSP10	FHL2
CACNA1A	CRMP1
HGS	CRMP1
AXIN1	CRMP1
RGL2	CRMP1
MRPS12	CRMP1
NVL	CRMP1
SPRY2	CRMP1
MCM3AP	CRMP1
IL33	CRMP1
AGR2	CRMP1
FTH1	CRMP1
TK1	CRMP1
NTRK1	CRMP1
ALDH2	CRMP1
UBC	CRMP1
SRC	CRMP1
PLA2G2A	CRMP1
RPA2	CRMP1
ZNF24	CRMP1
NDUFV2	CRMP1
EIF2S2	CRMP1
ANXA7	CRMP1
FAS	CRMP1
EEF1D	CRMP1
HNRNPH3	CRMP1
HNRNPH1	CRMP1
YWHAB	CRMP1
RGS2	CRMP1
UBE2A	CRMP1
SEPHS1	CRMP1
SERPINB9	CRMP1
FXR1	CRMP1
VCP	CRMP1
CCL18	CRMP1
HNRNPH2	CRMP1
BID	CRMP1
RHOA	CRMP1
YWHAE	CRMP1
SNRPG	CRMP1
UBE2B	CRMP1
PPP1R8	CRMP1
MAPK8IP2	CRMP1
PAFAH1B3	CRMP1
TSC22D1	CRMP1
DPYSL2	CRMP1
SKOR2	CRMP1
PMF1	CRMP1
FUBP1	CRMP1
CDK5RAP3	CRMP1
CDK5RAP2	CRMP1
CCT7	CRMP1
NAT9	CRMP1
LRRC1	CRMP1
CCDC106	CRMP1
BTBD2	CRMP1
RTN4	CRMP1
YAE1D1	CRMP1
DDX18	CRMP1
ARL15	CRMP1
MAP3K20	CRMP1
DNAJB4	CRMP1
AMFR	CRMP1
GNE	CRMP1
KLHL20	CRMP1
LSM2	CRMP1
MOB4	CRMP1
EPN1	CRMP1
UBC	DPYSL3
XRCC6	DPYSL3
SLC2A4	DPYSL3
CDK2	DPYSL3
MSH2	DPYSL3
TERF1	DPYSL3
SUMO2	DPYSL3
YWHAE	DPYSL3
CRMP1	DPYSL3
SEC23A	DPYSL3
DPYSL2	DPYSL3
LRRK2	DPYSL3
ACD	DPYSL3
DPYSL5	DPYSL3
DISC1	DPYSL3
POT1	DPYSL3
TNIK	DPYSL3
CALU	MRPL58
SYNCRIP	MRPL58
FLOT1	MRPL58
CLPTM1	MRPL58
MYC	MRPL58
NPM1	MRPL58
CYC1	MRPL58
UBC	MRPL58
MTHFD1	MRPL58
CDH2	MRPL58
HNRNPU	MRPL58
MAPK14	MRPL58
SLX4	MRPL58
ERGIC1	MRPL58
LIN28A	MRPL58
NHP2	MRPL58
CHEK1	BTG3
UBC	BTG3
E2F1	BTG3
CUL2	BTG3
HDAC3	ZMYM3
BUD23	ZMYM3
KDM1A	ZMYM3
WDHD1	ZMYM3
UBC	ZMYM3
CBX5	ZMYM3
SUMO2	ZMYM3
GTF2I	ZMYM3
CDK6	ZMYM3
HDAC1	ZMYM3
THOC2	ZMYM3
HDAC2	ZMYM3
RNF2	ZMYM3
MOV10	ZMYM3
SIRT7	ZMYM3
HDAC6	ZMYM3
NXF1	ZMYM3
NDC80	DCTN1
FOXO3	DCTN1
MED14	DCTN1
NIPSNAP2	DCTN1
PEX14	DCTN1
EED	DCTN1
SEC24D	DCTN1
SNX4	DCTN1
NTN1	DCTN1
BAG3	DCTN1
MAP4K4	DCTN1
PRKCG	DCTN1
UBC	DCTN1
MAPT	DCTN1
EPB41	DCTN1
PGAM1	DCTN1
RAB6A	DCTN1
CLIP1	DCTN1
AKT1	DCTN1
YWHAB	DCTN1
STAT1	DCTN1
CASP2	DCTN1
HTT	DCTN1
PAFAH1B1	DCTN1
MAP2K3	DCTN1
GSK3B	DCTN1
NEK2	DCTN1
KIF11	DCTN1
PLK1	DCTN1
SUMO3	DCTN1
FBXW4	DCTN1
SUMO2	DCTN1
PPP1CA	DCTN1
YWHAE	DCTN1
YWHAZ	DCTN1
SPTBN1	DCTN1
DST	DCTN1
RBL2	DCTN1
KIF5A	DCTN1
DAZ2	DCTN1
SNW1	DCTN1
CUL3	DCTN1
MAPRE1	DCTN1
NEDD8	DCTN1
CDC37	DCTN1
KIAA0368	DCTN1
RPGRIP1L	DCTN1
BICDL1	DCTN1
KIAA0408	DCTN1
BZW1	DCTN1
BBS1	DCTN1
DYNC2LI1	DCTN1
BICD2	DCTN1
RPGR	DCTN1
DTNBP1	DCTN1
BICD1	DCTN1
ZNF512B	DCTN1
CAMKK2	DCTN1
TP53RK	DCTN1
MTERF1	DCTN1
NDN	DCTN1
ATG101	DCTN1
DDA1	DCTN1
LGR4	DCTN1
NDEL1	DCTN1
AKTIP	DCTN1
MOV10	DCTN1
SMURF1	DCTN1
DISC1	DCTN1
PI4KB	DCTN1
NXF1	DCTN1
DAXX	DCTN1
MAPK8IP3	DCTN1
NUDC	DCTN1
GSTK1	DCTN1
DYNC1LI1	DCTN1
TOR1A	DYNC1H1
NRP1	DYNC1H1
UBD	DYNC1H1
DYNC1LI2	DYNC1H1
FOXO3	DYNC1H1
PRKAB2	DYNC1H1
OBSL1	DYNC1H1
NIPSNAP2	DYNC1H1
PEX14	DYNC1H1
EED	DYNC1H1
PGLS	DYNC1H1
MYC	DYNC1H1
FN1	DYNC1H1
ESR1	DYNC1H1
ADRB2	DYNC1H1
HSP90AA1	DYNC1H1
CSF1	DYNC1H1
UBC	DYNC1H1
EPB41	DYNC1H1
ITGA4	DYNC1H1
CCNB1	DYNC1H1
SLC2A4	DYNC1H1
ZNF16	DYNC1H1
VCAM1	DYNC1H1
FLNA	DYNC1H1
CDK2	DYNC1H1
YWHAQ	DYNC1H1
YWHAB	DYNC1H1
ARRB2	DYNC1H1
KIF5B	DYNC1H1
RYK	DYNC1H1
BMI1	DYNC1H1
SNCA	DYNC1H1
BRCA1	DYNC1H1
ATP6V1A	DYNC1H1
HTT	DYNC1H1
PAFAH1B1	DYNC1H1
GLRB	DYNC1H1
PSEN2	DYNC1H1
PRKAG1	DYNC1H1
PRKAA2	DYNC1H1
SUMO3	DYNC1H1
CDC42	DYNC1H1
SUMO2	DYNC1H1
YWHAG	DYNC1H1
YWHAE	DYNC1H1
GRB2	DYNC1H1
YWHAZ	DYNC1H1
DLG4	DYNC1H1
POU5F1	DYNC1H1
PRKCD	DYNC1H1
MAP2K5	DYNC1H1
CLN3	DYNC1H1
DYNC1I2	DYNC1H1
SNW1	DYNC1H1
CUL3	DYNC1H1
DCTN1	DYNC1H1
BECN1	DYNC1H1
CUL7	DYNC1H1
SUZ12	DYNC1H1
SMAD2	DYNC1H1
NEDD8	DYNC1H1
ATG2A	DYNC1H1
LRRK2	DYNC1H1
METTL21C	DYNC1H1
ATG16L1	DYNC1H1
RPGRIP1L	DYNC1H1
TECPR1	DYNC1H1
SPG20	DYNC1H1
SERBP1	DYNC1H1
TRIM58	DYNC1H1
NEK9	DYNC1H1
RB1CC1	DYNC1H1
PRUNE2	DYNC1H1
KBTBD7	DYNC1H1
RASSF5	DYNC1H1
METTL21A	DYNC1H1
COPS5	DYNC1H1
ATG4C	DYNC1H1
SIRT1	DYNC1H1
NRBF2	DYNC1H1
FAM46A	DYNC1H1
CAMKK2	DYNC1H1
ERBIN	DYNC1H1
RUFY1	DYNC1H1
CDC5L	DYNC1H1
RNF2	DYNC1H1
ATG101	DYNC1H1
DDA1	DYNC1H1
FOXP3	DYNC1H1
NDEL1	DYNC1H1
MAP1LC3B	DYNC1H1
AICDA	DYNC1H1
UBA5	DYNC1H1
SPRTN	DYNC1H1
CCDC8	DYNC1H1
ATG10	DYNC1H1
ATG5	DYNC1H1
HSD3B7	DYNC1H1
MAP1LC3A	DYNC1H1
DYNLRB1	DYNC1H1
GPHN	DYNC1H1
SH3GLB2	DYNC1H1
SIRT7	DYNC1H1
DISC1	DYNC1H1
UVRAG	DYNC1H1
PI4KB	DYNC1H1
HDAC6	DYNC1H1
PRKAG2	DYNC1H1
TNIK	DYNC1H1
PKP3	DYNC1H1
WIPI2	DYNC1H1
DYNC1LI1	DYNC1H1
RAD21	NPAT
GAPDH	NPAT
UBC	NPAT
CCNE1	NPAT
CDK2	NPAT
SUMO3	NPAT
SUMO2	NPAT
SREBF2	NPAT
CREBBP	NPAT
TAL1	E2F2
BRD2	E2F2
RBL1	E2F2
SHMT2	E2F2
SUMO3	E2F2
BCAR1	E2F2
YWHAE	E2F2
E2F1	E2F2
TFDP2	E2F2
ELAVL1	E2F2
MCPH1	E2F2
ARID3A	E2F2
MOV10	E2F2
ARFIP2	LY6D
GRB2	LY6D
PKIB	LY6D
PLSCR1	EBI3
SMAD3	EBI3
DNM1L	EIF2B1
PPP6C	EIF2B1
EIF1AY	EIF2B1
ATP2A1	EIF2B1
BCAT2	EIF2B1
PRPF4	EIF2B1
NIPSNAP2	EIF2B1
NDUFS3	EIF2B1
GFPT2	EIF2B1
EGFR	EIF2B1
OAT	EIF2B1
EIF2S1	EIF2B1
PYGL	EIF2B1
PDHA1	EIF2B1
ADRA2A	EIF2B1
UBC	EIF2B1
PDIA4	EIF2B1
TPT1	EIF2B1
ADRA2B	EIF2B1
ADRA2C	EIF2B1
IMPDH1	EIF2B1
GK	EIF2B1
ATP6V1E1	EIF2B1
ATP6V1A	EIF2B1
DCC	EIF2B1
CSNK1D	EIF2B1
ARL4D	EIF2B1
MAP2K6	EIF2B1
ARHGDIA	EIF2B1
CKS1B	EIF2B1
CNBP	EIF2B1
CSNK2B	EIF2B1
EIF2B5	EIF2B1
PIN1	EIF2B1
HDAC1	EIF2B1
RAPSN	EIF2B1
PPA1	EIF2B1
STK11	EIF2B1
TAF9	EIF2B1
TSR1	EIF2B1
HSD17B12	EIF2B1
THNSL2	EIF2B1
DDX55	EIF2B1
CREBBP	EIF2B1
DGCR14	EIF2B1
MMS19	EIF2B1
PFDN5	EIF2B1
ACO2	EIF2B1
TUBA1C	EIF2B1
ATG101	EIF2B1
C16orf70	EIF2B1
NAA11	EIF2B1
RIOK2	EIF2B1
MRPL4	EIF2B1
GRPEL1	EIF2B1
DDX19A	EIF2B1
LARS	EIF2B1
FARSA	EIF2B1
POLR1D	EIF2B1
NR2E1	EIF2B1
AFG3L2	EIF2B1
ATP6V1D	EIF2B1
MYO1C	EIF4A2
EIF3F	EIF4A2
EIF4G3	EIF4A2
MYO1B	EIF4A2
SPAG9	EIF4A2
PFDN1	EIF4A2
PGM3	EIF4A2
NTN1	EIF4A2
BAG3	EIF4A2
CD4	EIF4A2
NR3C1	EIF4A2
TK1	EIF4A2
HSPB1	EIF4A2
ALPL	EIF4A2
TPM3	EIF4A2
ALPI	EIF4A2
UBC	EIF4A2
NCAM1	EIF4A2
TCF3	EIF4A2
EEF1B2	EIF4A2
ADD1	EIF4A2
BRCA1	EIF4A2
MDH2	EIF4A2
ATRX	EIF4A2
NOTCH1	EIF4A2
COMP	EIF4A2
NEK2	EIF4A2
LIMK1	EIF4A2
VCP	EIF4A2
SUMO3	EIF4A2
CD81	EIF4A2
ACTB	EIF4A2
EIF4A1	EIF4A2
SUMO2	EIF4A2
YWHAE	EIF4A2
RPS29	EIF4A2
SUMO1	EIF4A2
EIF4G2	EIF4A2
DLG4	EIF4A2
EIF4G1	EIF4A2
KCNMA1	EIF4A2
HNRNPUL2	EIF4A2
PLPPR4	EIF4A2
RPAP2	EIF4A2
TRIB2	EIF4A2
CMBL	EIF4A2
INTS14	EIF4A2
CDC5L	EIF4A2
TARS2	EIF4A2
DDX24	EIF4A2
ADAM19	EIF4A2
ECT2	EIF4A2
IBTK	EIF4A2
GNG12	EIF4A2
WNT16	EIF4A2
INVS	EIF4A2
POLR2D	ELOA
SOCS1	ELOA
RAD54B	ELOA
UBC	ELOA
POLR2C	ELOA
POLR2E	ELOA
PSMB9	ELOA
POLR2B	ELOA
POLR2I	ELOA
VHL	ELOA
BMX	ELOA
POLR2H	ELOA
POLR2J	ELOA
POLR2K	ELOA
SUMO3	ELOA
POLR2F	ELOA
YWHAE	ELOA
POLR2G	ELOA
RAP1A	ELOA
POLR2L	ELOA
YWHAZ	ELOA
ELOB	ELOA
REXO1	ELOA
LEO1	ELOA
CUL5	ELOA
ASB9	ELOA
BARD1	ELOA
KAT8	ELOA
ECT2	ELOA
CDK12	ELOA
NINL	ELOA
TPST1	SELPLG
CTSG	SELPLG
UBC	SELPLG
VCAN	SELPLG
SELL	SELPLG
SELP	SELPLG
MAGEA1	SELPLG
DVL2	MAP7
UBC	MAP7
YBX3	MAP7
EGR1	MAP7
RECQL	MAP7
TERF1	MAP7
PCBD1	MAP7
YWHAE	MAP7
DHX9	MAP7
RNF219	MAP7
DVL3	MAP7
SH3KBP1	MAP7
GPRASP2	MAP7
PASK	MAP7
CDC5L	MAP7
POT1	MAP7
WASHC1	CTTN
UBD	CTTN
ASAP2	CTTN
MTSS1	CTTN
WIPF1	CTTN
RAD21	CTTN
CTNND1	CTTN
OBSL1	CTTN
NPHP4	CTTN
EED	CTTN
PGLS	CTTN
ATG7	CTTN
SVIL	CTTN
EGFR	CTTN
LMNA	CTTN
SSB	CTTN
NPM1	CTTN
MET	CTTN
UBC	CTTN
APEH	CTTN
NCF1	CTTN
IDE	CTTN
ATF2	CTTN
RPA2	CTTN
KCNA2	CTTN
FER	CTTN
PLCG2	CTTN
PTPN1	CTTN
ATP6V1C1	CTTN
CFL1	CTTN
RPA1	CTTN
ARRB2	CTTN
MCM7	CTTN
SHMT1	CTTN
SHMT2	CTTN
CTNNA1	CTTN
RDX	CTTN
RPA3	CTTN
SPRR2A	CTTN
GARS	CTTN
STAT1	CTTN
GRIA2	CTTN
CASP3	CTTN
ABL2	CTTN
WAS	CTTN
SYK	CTTN
ME1	CTTN
PXN	CTTN
ARRB1	CTTN
DNM2	CTTN
PRKAA2	CTTN
OXCT1	CTTN
ACTR3	CTTN
YWHAE	CTTN
YWHAZ	CTTN
ACTA1	CTTN
ARHGAP8	CTTN
FGD1	CTTN
DNM1	CTTN
GRIN1	CTTN
TJP1	CTTN
TNK2	CTTN
KCNMA1	CTTN
CHD3	CTTN
TRAF2	CTTN
STK4	CTTN
PAK1	CTTN
PAK2	CTTN
GRIN2B	CTTN
SNW1	CTTN
CUL3	CTTN
SART3	CTTN
PDK2	CTTN
NONO	CTTN
ELAVL1	CTTN
MYLK	CTTN
NEDD8	CTTN
CDC37	CTTN
PAN2	CTTN
ARHGAP17	CTTN
CBLL1	CTTN
SLX4	CTTN
ABI1	CTTN
RB1CC1	CTTN
CTTNBP2	CTTN
ESR2	CTTN
ACD	CTTN
SIRT1	CTTN
FYCO1	CTTN
CORO1B	CTTN
TINF2	CTTN
ATG10	CTTN
HSD3B7	CTTN
ANKZF1	CTTN
SMURF2	CTTN
VTA1	CTTN
SDHAF2	CTTN
SHANK2	CTTN
CTNND2	CTTN
INVS	CTTN
PRPF4	ENDOG
UBC	ENDOG
YWHAB	ENDOG
YWHAE	ENDOG
SKIV2L	ENDOG
XRN1	ENDOG
TWNK	ENDOG
PTGES2	ENDOG
REXO2	ENDOG
UBD	FLOT2
CCP110	FLOT2
OBSL1	FLOT2
EED	FLOT2
ERLIN2	FLOT2
SVIL	FLOT2
EGFR	FLOT2
FN1	FLOT2
ANXA1	FLOT2
SLC25A5	FLOT2
MME	FLOT2
CYC1	FLOT2
UBC	FLOT2
CFTR	FLOT2
EEF2	FLOT2
ATP6V1B1	FLOT2
CD44	FLOT2
VAMP1	FLOT2
F2R	FLOT2
YWHAB	FLOT2
IRS1	FLOT2
CAV2	FLOT2
CAV3	FLOT2
ACTB	FLOT2
GRIN1	FLOT2
GRIN2B	FLOT2
SELPLG	FLOT2
CUL7	FLOT2
KIAA0368	FLOT2
UQCC3	FLOT2
CCDC8	FLOT2
NMNAT1	FLOT2
IRS4	RCN2
AIM2	RCN2
ANKRD28	RCN2
PRKAB2	RCN2
PRKN	RCN2
NPHP4	RCN2
NIPSNAP2	RCN2
CLN5	RCN2
BCAR3	RCN2
GABARAP	RCN2
EGFR	RCN2
TP53	RCN2
APP	RCN2
YES1	RCN2
IFIT2	RCN2
UBC	RCN2
ARAF	RCN2
HSPA5	RCN2
CFTR	RCN2
TNFRSF1A	RCN2
TNFRSF1B	RCN2
CD247	RCN2
APC	RCN2
SHC1	RCN2
NOS2	RCN2
DDIT3	RCN2
MNDA	RCN2
BAG6	RCN2
CHN2	RCN2
LIMK2	RCN2
MLF1	RCN2
GABARAPL2	RCN2
YWHAE	RCN2
MDM2	RCN2
ILF3	RCN2
MAP3K1	RCN2
CLN3	RCN2
GRB10	RCN2
ILK	RCN2
SQSTM1	RCN2
RIPK1	RCN2
CUL3	RCN2
GRB7	RCN2
BECN1	RCN2
IQCB1	RCN2
SHB	RCN2
TRADD	RCN2
NPTX1	RCN2
NEDD8	RCN2
MAPK14	RCN2
ATG2A	RCN2
PAN2	RCN2
KIAA0368	RCN2
RPGRIP1L	RCN2
PYHIN1	RCN2
FRMD5	RCN2
CCDC50	RCN2
STK40	RCN2
CEP76	RCN2
ASB17	RCN2
ASB12	RCN2
TUBGCP3	RCN2
HDAC11	RCN2
ATG4C	RCN2
NRBF2	RCN2
CAMKK2	RCN2
ERBIN	RCN2
PKP2	RCN2
ATG101	RCN2
CEP250	RCN2
DDA1	RCN2
AMBRA1	RCN2
SPRTN	RCN2
GABARAPL1	RCN2
SH3GLB2	RCN2
LATS2	RCN2
HAUS2	RCN2
UVRAG	RCN2
KCND3	RCN2
PKP3	RCN2
TRAF6	RCN2
WIPI2	RCN2
ASB3	RCN2
MEIS2	TRIM25
NIPSNAP2	TRIM25
EED	TRIM25
PGLS	TRIM25
ISG15	TRIM25
IGF1R	TRIM25
UBC	TRIM25
RARA	TRIM25
PCNA	TRIM25
GATA1	TRIM25
ZNF24	TRIM25
USF1	TRIM25
WARS	TRIM25
BMI1	TRIM25
VCP	TRIM25
UBE2D3	TRIM25
SUMO2	TRIM25
YWHAE	TRIM25
UBE2D2	TRIM25
SUMO1	TRIM25
PAX2	TRIM25
PTPRJ	TRIM25
